account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial_x,is_churned,total_subscriptions,churned_subscriptions,total_mrr,avg_mrr,total_arr,max_tenure_months,avg_tenure_months,has_upgraded,has_downgraded,is_trial_y,auto_renew_count,sub_churn_rate,total_usage_events,total_usage_count,total_usage_duration,avg_usage_duration,total_errors,unique_features_used,beta_feature_usage,engagement_score,total_tickets,escalated_tickets,avg_resolution_hours,avg_first_response_mins,avg_satisfaction,urgent_tickets,escalation_rate,TenureGroup,signup_month,signup_year,signup_quarter,RevenueTier,EngagementTier,CLV,HighRisk
A-9208f0,Company_79,Edtech,US,2023-05-11,organic,Pro,1,False,True,8,1,3511,438.875,42132,37.9,28.9875,True,False,True,7,0.125,53,538,158701,2994.3584905660377,31,29,6,61.8,8.0,1.0,41.25,59.75,3.75,1.0,0.12,24+ Months,2023-05,2023,2023Q2,Low,Medium,12721.89,0
A-98a59a,Company_80,Fintech,UK,2023-08-04,partner,Enterprise,56,False,False,10,0,36456,3645.6,437472,34.2,27.310000000000002,True,True,True,6,0.0,44,455,124429,2827.931818181818,21,27,8,55.35,3.0,0.0,37.33,74.0,4.33,1.0,0.0,24+ Months,2023-08,2023,2023Q3,Very High,Medium,99561.34,0
A-fe79a5,Company_81,Healthtech,IN,2024-02-21,ads,Basic,9,True,False,10,2,13532,1353.2,162384,27.4,19.09,True,False,True,9,0.2,33,335,96672,2929.4545454545455,17,22,2,43.41,4.0,0.0,28.5,61.0,4.5,0.0,0.0,24+ Months,2024-02,2024,2024Q1,Medium,Low,25832.59,0
A-726cfa,Company_82,Devtools,US,2023-07-01,partner,Pro,11,False,False,19,2,34782,1830.6315789473683,417384,35.8,25.357894736842105,True,False,True,16,0.105,98,993,281986,2877.408163265306,43,40,15,97.15,3.0,0.0,35.67,128.33,4.0,0.0,0.0,24+ Months,2023-07,2023,2023Q3,Very High,High,46420.96,0
A-c43359,Company_83,Fintech,US,2024-11-16,organic,Pro,38,False,False,8,2,12312,1539.0,147744,19.4,14.1625,True,True,True,8,0.25,47,461,147051,3128.744680851064,32,28,5,56.89,3.0,0.0,26.67,107.33,4.0,2.0,0.0,13-24 Months,2024-11,2024,2024Q4,Medium,Medium,21796.09,0
A-271f46,Company_84,Devtools,US,2023-02-09,event,Pro,38,False,True,8,0,19604,2450.5,235248,39.4,27.75,False,False,True,8,0.0,38,373,114563,3014.815789473684,16,25,1,48.96,1.0,0.0,36.0,79.0,4.0,0.0,0.0,24+ Months,2023-02,2023,2023Q1,High,Low,68001.38,0
A-157070,Company_85,Fintech,US,2023-11-09,ads,Pro,16,False,False,16,4,27506,1719.125,330072,30.8,18.90625,True,True,True,14,0.25,71,696,186928,2632.788732394366,26,37,7,79.3,3.0,1.0,42.33,118.0,3.67,1.0,0.33,24+ Months,2023-11,2023,2023Q4,High,High,32502.21,0
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,True,False,9,1,23324,2591.5555555555557,279888,28.8,20.533333333333335,True,False,True,9,0.111,39,402,114217,2928.641025641026,17,25,3,50.34,7.0,0.0,30.57,94.71,3.86,3.0,0.0,24+ Months,2023-12,2023,2023Q4,High,Medium,53213.27,0
A-66224b,Company_87,Healthtech,US,2024-10-18,other,Pro,92,True,False,12,1,69184,5765.333333333333,830208,20.4,17.441666666666666,False,False,True,9,0.083,61,626,185229,3036.5409836065573,29,34,10,72.22,6.0,0.0,39.83,82.5,3.5,2.0,0.0,13-24 Months,2024-10,2024,2024Q4,Very High,Medium,100557.02,0
A-91e948,Company_88,Edtech,AU,2023-01-29,partner,Basic,41,False,False,7,0,21894,3127.714285714286,262728,34.8,28.928571428571427,True,False,True,7,0.0,40,404,115260,2881.5,16,23,0,47.93,0.0,,,,,,,24+ Months,2023-01,2023,2023Q1,High,Low,90480.31,0
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,False,8,1,12617,1577.125,151404,21.9,17.724999999999998,False,False,True,7,0.125,44,438,156949,3567.0227272727275,22,28,2,55.8,5.0,1.0,33.2,50.4,3.8,0.0,0.2,13-24 Months,2024-08,2024,2024Q3,Medium,Medium,27954.54,0
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,9,1,10692,1188.0,128304,27.8,21.188888888888886,False,False,True,7,0.111,46,449,138265,3005.7608695652175,26,31,7,60.07,3.0,0.0,35.33,65.33,4.33,2.0,0.0,24+ Months,2023-12,2023,2023Q4,Low,Medium,25172.4,0
A-faa28c,Company_91,Healthtech,US,2024-01-30,organic,Enterprise,48,False,False,14,2,58404,4171.714285714285,700848,28.8,21.900000000000002,True,False,True,11,0.143,59,585,162007,2745.8813559322034,22,25,5,59.03,4.0,1.0,52.25,115.5,4.5,2.0,0.25,24+ Months,2024-01,2024,2024Q1,Very High,Medium,91360.54,0
A-f25509,Company_92,Edtech,US,2024-03-22,other,Enterprise,32,False,False,5,0,16122,3224.4,193464,25.2,22.54,False,True,True,4,0.0,23,229,73603,3200.1304347826085,15,17,3,32.12,6.0,0.0,42.67,116.0,4.33,2.0,0.0,24+ Months,2024-03,2024,2024Q1,Medium,Low,72677.98,0
A-3a7284,Company_93,Fintech,US,2024-11-17,organic,Enterprise,31,False,False,12,3,35519,2959.9166666666665,426228,19.1,14.008333333333333,True,True,True,11,0.25,60,609,191562,3192.7,30,33,9,70.17,3.0,0.0,56.33,104.33,3.67,2.0,0.0,13-24 Months,2024-11,2024,2024Q4,Very High,Medium,41463.5,0
A-3a5ad8,Company_94,Healthtech,US,2023-12-05,organic,Enterprise,9,True,False,13,0,28701,2207.769230769231,344412,30.6,24.76153846153846,True,True,True,11,0.0,52,506,127878,2459.1923076923076,21,27,7,57.78,4.0,0.0,44.75,53.5,4.25,3.0,0.0,24+ Months,2023-12,2023,2023Q4,High,Medium,54667.76,0
A-65a46c,Company_95,Healthtech,US,2023-11-04,event,Pro,1,False,False,8,1,22675,2834.375,272100,28.0,22.4,True,False,True,7,0.125,38,370,115219,3032.0789473684213,21,24,7,47.57,8.0,0.0,45.12,91.12,4.0,6.0,0.0,24+ Months,2023-11,2023,2023Q4,High,Low,63490.0,0
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,13,2,14048,1080.6153846153845,168576,28.5,19.661538461538463,True,True,True,13,0.154,54,565,159394,2951.740740740741,20,29,6,63.08,2.0,0.0,35.5,50.5,4.0,0.0,0.0,24+ Months,2024-02,2024,2024Q1,Medium,Medium,21246.56,0
A-fabe19,Company_97,Devtools,UK,2024-11-11,ads,Enterprise,1,False,False,7,2,20497,2928.1428571428573,245964,19.3,13.471428571428572,True,False,True,3,0.286,33,337,112966,3423.212121212121,15,20,1,41.0,3.0,0.0,40.67,38.33,4.0,2.0,0.0,13-24 Months,2024-11,2024,2024Q4,High,Low,39446.27,0
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,False,9,1,26608,2956.4444444444443,319296,22.8,17.77777777777778,False,False,True,7,0.111,36,334,120133,3337.027777777778,26,24,5,45.86,3.0,0.0,47.33,65.0,3.67,1.0,0.0,13-24 Months,2024-08,2024,2024Q3,High,Low,52559.01,0
A-503d5a,Company_99,Fintech,US,2023-10-21,other,Enterprise,4,False,True,12,0,17884,1490.3333333333333,214608,32.6,26.125,False,True,True,10,0.0,59,605,211565,3585.8474576271187,32,34,6,71.23,9.0,0.0,36.56,81.78,4.0,1.0,0.0,24+ Months,2023-10,2023,2023Q4,Medium,Medium,38934.96,0
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,10,2,3831,383.1,45972,20.0,15.690000000000001,True,False,True,9,0.2,56,567,171957,3070.660714285714,38,31,9,65.67,8.0,1.0,48.75,98.12,4.12,2.0,0.12,13-24 Months,2024-11,2024,2024Q4,Low,Medium,6010.84,0
A-186a44,Company_101,Healthtech,US,2023-08-07,ads,Enterprise,20,False,False,14,1,20989,1499.2142857142858,251868,34.5,21.892857142857142,True,True,True,10,0.071,61,614,205539,3369.4918032786886,23,30,7,66.65,7.0,0.0,38.29,110.43,3.71,1.0,0.0,24+ Months,2023-08,2023,2023Q3,High,Medium,32822.08,0
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,11,2,13646,1240.5454545454545,163752,38.0,23.627272727272725,True,False,True,8,0.182,52,552,158087,3040.1346153846152,36,31,5,64.96,5.0,1.0,43.0,104.0,4.0,2.0,0.2,24+ Months,2023-03,2023,2023Q1,Medium,Medium,29310.71,0
A-69fad4,Company_103,Fintech,UK,2023-04-06,ads,Basic,6,False,True,7,2,8721,1245.857142857143,104652,35.5,24.057142857142857,False,False,True,6,0.286,39,412,124646,3196.051282051282,24,24,4,49.56,4.0,0.0,43.0,116.75,3.75,1.0,0.0,24+ Months,2023-04,2023,2023Q2,Low,Low,29971.76,0
A-9289f6,Company_104,Edtech,US,2023-05-31,event,Enterprise,1,False,False,12,1,13096,1091.3333333333333,157152,36.1,23.21666666666667,True,False,True,10,0.083,68,642,200375,2946.6911764705883,38,33,7,71.73,6.0,0.0,37.5,70.0,4.17,0.0,0.0,24+ Months,2023-05,2023,2023Q2,Medium,Medium,25337.12,0
A-f19409,Company_105,Devtools,US,2023-03-16,other,Basic,23,False,True,12,1,34136,2844.6666666666665,409632,38.6,24.108333333333334,True,False,True,10,0.083,62,659,209812,3384.064516129032,31,33,12,72.54,3.0,0.0,6.33,103.33,4.0,1.0,0.0,24+ Months,2023-03,2023,2023Q1,Very High,Medium,68580.17,0
A-22f2df,Company_106,Devtools,US,2024-12-14,ads,Basic,3,False,False,9,0,7451,827.8888888888889,89412,18.5,18.22222222222222,True,True,True,7,0.0,42,429,119127,2836.3571428571427,17,25,5,51.62,5.0,0.0,44.8,71.6,4.2,2.0,0.0,13-24 Months,2024-12,2024,2024Q4,Low,Medium,15085.98,0
A-039727,Company_107,Edtech,AU,2024-11-02,organic,Pro,25,False,False,15,1,36420,2428.0,437040,19.8,17.813333333333333,True,True,True,12,0.067,74,768,249545,3372.2297297297296,32,33,3,77.72,0.0,,,,,,,13-24 Months,2024-11,2024,2024Q4,Very High,High,43250.77,0
A-2e3bad,Company_108,Fintech,CA,2023-08-13,other,Pro,61,False,False,10,2,45872,4587.2,550464,34.7,20.85,False,False,True,8,0.2,45,435,123738,2749.733333333333,26,25,6,51.91,5.0,0.0,31.4,107.0,3.8,0.0,0.0,24+ Months,2023-08,2023,2023Q3,Very High,Medium,95643.12,0
A-484819,Company_109,Healthtech,US,2023-02-21,organic,Pro,18,False,False,8,2,20604,2575.5,247248,40.6,23.975,True,False,False,7,0.25,33,336,116076,3517.4545454545455,20,22,3,43.45,5.0,0.0,33.2,139.6,4.2,2.0,0.0,24+ Months,2023-02,2023,2023Q1,High,Low,61747.61,0
A-425e76,Company_110,Devtools,UK,2023-05-17,other,Enterprise,8,False,True,11,1,17111,1555.5454545454545,205332,36.6,26.372727272727275,True,False,False,10,0.091,48,438,136419,2842.0625,24,29,5,57.05,5.0,1.0,48.2,119.2,3.6,0.0,0.2,24+ Months,2023-05,2023,2023Q2,Medium,Medium,41023.98,0
A-e83938,Company_111,Devtools,UK,2023-11-21,other,Pro,2,True,True,8,0,7503,937.875,90036,28.9,23.6,True,False,True,6,0.0,31,266,87249,2814.483870967742,18,22,2,40.13,4.0,0.0,31.0,72.5,3.75,0.0,0.0,24+ Months,2023-11,2023,2023Q4,Low,Low,22133.85,0
A-ad296b,Company_112,Devtools,AU,2024-07-15,event,Pro,38,False,False,6,1,18430,3071.6666666666665,221160,23.4,18.3,False,False,True,6,0.167,31,294,103805,3348.548387096774,12,24,2,43.96,3.0,1.0,28.33,83.33,3.67,2.0,0.33,13-24 Months,2024-07,2024,2024Q3,Medium,Low,56211.5,0
A-e51ec7,Company_113,Fintech,CA,2023-09-23,partner,Enterprise,2,False,False,8,1,24076,3009.5,288912,31.3,21.625,True,True,True,6,0.125,40,417,126745,3168.625,18,26,4,52.3,3.0,0.0,37.0,93.33,4.33,0.0,0.0,24+ Months,2023-09,2023,2023Q3,High,Medium,65080.44,0
A-0aaf6e,Company_114,Fintech,US,2024-05-11,organic,Enterprise,3,False,False,9,1,24084,2676.0,289008,24.6,18.866666666666667,False,False,True,6,0.111,57,599,172442,3025.2982456140353,36,25,6,59.69,5.0,0.0,45.0,75.4,4.0,0.0,0.0,24+ Months,2024-05,2024,2024Q2,High,Medium,50487.2,0
A-e61e98,Company_115,Fintech,US,2023-10-20,partner,Enterprise,19,False,True,9,0,13484,1498.2222222222222,161808,32.1,27.733333333333334,True,False,True,7,0.0,56,527,131994,2357.035714285714,25,32,7,65.02,6.0,1.0,30.33,88.5,4.5,1.0,0.17,24+ Months,2023-10,2023,2023Q4,Medium,Medium,41550.7,0
A-92a333,Company_116,Fintech,US,2023-03-24,event,Enterprise,9,False,False,6,0,10659,1776.5,127908,35.2,29.083333333333332,False,True,False,6,0.0,36,364,103645,2879.027777777778,28,22,2,44.78,4.0,1.0,23.25,58.25,4.0,0.0,0.25,24+ Months,2023-03,2023,2023Q1,Low,Low,51666.54,0
A-95b24a,Company_117,Fintech,US,2023-06-06,event,Pro,38,False,True,11,0,25034,2275.818181818182,300408,35.9,29.49090909090909,True,True,True,7,0.0,62,611,188856,3046.064516129032,32,32,8,69.01,5.0,0.0,21.2,90.4,4.2,1.0,0.0,24+ Months,2023-06,2023,2023Q2,High,Medium,67115.95,0
A-42e5e1,Company_118,Devtools,US,2024-07-09,ads,Pro,1,False,True,7,1,8916,1273.7142857142858,106992,23.4,18.400000000000002,True,True,True,6,0.143,41,411,116704,2846.439024390244,41,24,2,49.52,3.0,0.0,29.0,81.33,4.0,0.0,0.0,13-24 Months,2024-07,2024,2024Q3,Low,Low,23436.34,0
A-7d514c,Company_119,Healthtech,DE,2024-02-03,organic,Enterprise,17,False,False,9,1,24274,2697.1111111111113,291288,28.7,21.644444444444446,True,False,True,8,0.111,48,502,146707,3056.3958333333335,29,30,7,61.34,3.0,0.0,33.33,49.67,4.33,1.0,0.0,24+ Months,2024-02,2024,2024Q1,High,Medium,58377.47,0
A-65aeb5,Company_120,Devtools,US,2024-01-25,partner,Pro,9,False,False,12,3,34392,2866.0,412704,29.1,18.808333333333334,False,True,True,9,0.25,55,533,148034,2691.5272727272727,40,30,3,62.81,2.0,0.0,42.5,159.5,4.5,0.0,0.0,24+ Months,2024-01,2024,2024Q1,Very High,Medium,53904.68,0
A-e2cd1b,Company_121,Devtools,US,2024-02-04,other,Enterprise,15,False,False,9,0,12548,1394.2222222222222,150576,28.4,22.733333333333334,True,False,True,9,0.0,49,465,138043,2817.204081632653,18,29,7,58.33,5.0,0.0,37.8,76.0,4.0,2.0,0.0,24+ Months,2024-02,2024,2024Q1,Medium,Medium,31695.32,0
A-180abf,Company_122,Devtools,US,2023-08-14,event,Pro,64,False,True,9,2,37312,4145.777777777777,447744,28.5,17.644444444444446,True,False,True,7,0.222,48,499,136250,2838.5416666666665,28,29,5,59.94,3.0,0.0,36.33,62.33,3.67,0.0,0.0,24+ Months,2023-08,2023,2023Q3,Very High,Medium,73149.95,0
A-f17767,Company_123,Devtools,US,2023-01-30,event,Enterprise,1,True,True,14,2,16139,1152.7857142857142,193668,39.7,26.385714285714283,True,True,False,13,0.143,69,713,208977,3028.6521739130435,36,35,4,77.61,3.0,1.0,36.33,115.0,4.0,1.0,0.33,24+ Months,2023-01,2023,2023Q1,Medium,High,30417.07,0
A-5a184f,Company_124,Devtools,DE,2023-06-19,other,Enterprise,1,False,True,10,1,20683,2068.3,248196,34.3,26.79,False,True,True,10,0.1,57,587,175629,3081.2105263157896,29,30,2,65.37,3.0,0.0,15.33,42.33,4.33,0.0,0.0,24+ Months,2023-06,2023,2023Q2,High,Medium,55409.76,0
A-7df7a7,Company_125,Devtools,US,2023-01-28,organic,Basic,7,False,True,15,1,29155,1943.6666666666667,349860,41.2,27.986666666666668,False,True,True,12,0.067,91,922,256811,2822.098901098901,47,36,10,88.78,3.0,1.0,28.0,93.0,4.0,1.0,0.33,24+ Months,2023-01,2023,2023Q1,Very High,High,54396.75,0
A-1ac5e0,Company_126,Devtools,US,2024-10-20,event,Basic,33,False,True,10,0,18249,1824.9,218988,20.3,19.19,False,False,True,5,0.0,56,558,167904,2998.285714285714,31,31,7,65.25,7.0,0.0,40.43,76.0,3.86,0.0,0.0,13-24 Months,2024-10,2024,2024Q4,Medium,Medium,35019.83,0
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,11,0,16592,1508.3636363636363,199104,39.5,27.863636363636363,True,False,True,7,0.0,50,516,180823,3616.46,33,28,4,59.5,1.0,0.0,72.0,111.0,4.0,0.0,0.0,24+ Months,2023-02,2023,2023Q1,Medium,Medium,42028.5,0
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,6,0,19250,3208.3333333333335,231000,29.6,26.75,True,False,False,4,0.0,19,176,48112,2532.2105263157896,12,16,2,28.36,4.0,1.0,32.5,103.75,4.0,2.0,0.25,24+ Months,2023-12,2023,2023Q4,High,Low,85822.92,0
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,16,3,14638,914.875,175656,25.9,17.21875,True,False,True,10,0.188,84,789,241275,2872.3214285714284,41,37,9,83.71,2.0,0.0,42.0,108.0,3.5,1.0,0.0,24+ Months,2024-03,2024,2024Q1,Medium,High,15753.0,0
A-5c046d,Company_130,Edtech,FR,2024-07-06,partner,Basic,93,False,False,8,0,83886,10485.75,1006632,23.4,20.225,False,False,False,6,0.0,46,475,127926,2781.0,23,27,5,56.3,1.0,0.0,13.0,128.0,3.0,0.0,0.0,13-24 Months,2024-07,2024,2024Q3,Very High,Medium,212074.29,0
A-fb186e,Company_131,Edtech,IN,2024-10-27,organic,Basic,29,False,False,3,0,5771,1923.6666666666667,69252,19.5,18.633333333333336,False,False,True,2,0.0,20,207,72170,3608.5,7,15,3,28.58,6.0,0.0,26.17,81.0,3.83,2.0,0.0,13-24 Months,2024-10,2024,2024Q4,Low,Low,35844.32,0
A-ae052e,Company_132,Fintech,CA,2023-09-11,other,Basic,39,False,False,6,3,7693,1282.1666666666667,92316,27.2,13.166666666666666,True,True,True,6,0.5,29,300,88383,3047.689655172414,12,24,6,44.25,4.0,0.0,31.25,60.5,4.0,2.0,0.0,24+ Months,2023-09,2023,2023Q3,Low,Low,16881.86,0
A-9f9299,Company_133,Fintech,US,2023-09-02,organic,Enterprise,28,True,False,15,3,42403,2826.866666666667,508836,31.3,20.24,False,False,False,9,0.2,85,830,258465,3040.764705882353,54,37,10,85.66,5.0,0.0,36.2,116.2,4.2,1.0,0.0,24+ Months,2023-09,2023,2023Q3,Very High,High,57215.78,0
A-96e141,Company_134,Devtools,UK,2023-08-12,partner,Basic,14,False,False,7,1,15468,2209.714285714286,185616,32.8,23.25714285714286,False,False,True,7,0.143,36,346,81587,2266.3055555555557,19,26,2,48.93,5.0,0.0,32.8,68.4,4.2,1.0,0.0,24+ Months,2023-08,2023,2023Q3,Medium,Low,51391.64,0
A-117171,Company_135,Healthtech,FR,2024-09-12,organic,Basic,45,False,True,5,1,12015,2403.0,144180,21.0,16.06,False,True,True,5,0.2,21,208,59864,2850.6666666666665,11,15,1,28.63,6.0,1.0,32.5,68.33,3.83,1.0,0.17,13-24 Months,2024-09,2024,2024Q3,Medium,Low,38592.18,0
A-313be3,Company_136,Edtech,US,2023-11-15,partner,Enterprise,47,True,False,11,0,19006,1727.8181818181818,228072,31.4,23.736363636363638,True,False,True,8,0.0,57,560,164545,2886.754385964912,40,33,3,67.84,4.0,1.0,22.5,80.25,4.25,3.0,0.25,24+ Months,2023-11,2023,2023Q4,High,Medium,41012.12,0
A-671f31,Company_137,Devtools,US,2024-11-24,ads,Basic,59,False,False,6,0,30385,5064.166666666667,364620,19.1,18.650000000000002,False,True,True,5,0.0,17,167,43449,2555.823529411765,14,13,0,24.18,7.0,0.0,33.0,78.0,4.14,3.0,0.0,13-24 Months,2024-11,2024,2024Q4,Very High,Very Low,94446.71,0
A-bbc346,Company_138,Fintech,US,2024-08-29,partner,Enterprise,19,False,False,13,2,33122,2547.846153846154,397464,22.1,17.253846153846155,True,True,True,11,0.154,62,650,179376,2893.1612903225805,37,34,6,73.36,3.0,0.0,45.33,102.67,4.33,1.0,0.0,13-24 Months,2024-08,2024,2024Q3,Very High,Medium,43960.15,0
A-c16101,Company_139,Edtech,IN,2024-09-06,other,Basic,7,False,False,10,0,12422,1242.2,149064,21.9,20.52,True,True,False,9,0.0,55,561,185984,3381.5272727272727,29,31,9,65.39,4.0,1.0,28.0,82.0,4.25,1.0,0.25,13-24 Months,2024-09,2024,2024Q3,Medium,Medium,25489.94,0
A-50f3f7,Company_140,Healthtech,US,2023-12-22,partner,Basic,31,False,True,15,0,44077,2938.4666666666667,528924,30.0,23.78666666666667,False,True,True,13,0.0,72,685,206893,2873.5138888888887,45,30,7,70.03,6.0,1.0,37.83,67.83,4.5,1.0,0.17,24+ Months,2023-12,2023,2023Q4,Very High,Medium,69896.33,0
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,12,2,10963,913.5833333333334,131556,24.6,18.591666666666665,True,True,True,11,0.167,51,543,150431,2949.627450980392,35,28,4,60.78,3.0,0.0,32.67,88.0,4.33,1.0,0.0,24+ Months,2024-06,2024,2024Q2,Low,Medium,16985.04,0
A-019782,Company_142,Devtools,FR,2023-04-19,event,Enterprise,11,False,False,9,1,8353,928.1111111111111,100236,37.1,26.577777777777776,True,False,True,6,0.111,55,562,160848,2924.509090909091,30,28,3,61.69,2.0,0.0,10.0,107.0,3.5,2.0,0.0,24+ Months,2023-04,2023,2023Q2,Low,Medium,24667.13,0
A-df10db,Company_143,Devtools,US,2023-06-06,other,Enterprise,2,True,False,11,1,11730,1066.3636363636363,140760,34.0,26.172727272727272,True,False,True,9,0.091,64,697,214976,3359.0,38,31,2,71.85,2.0,1.0,68.5,86.5,3.0,0.0,0.5,24+ Months,2023-06,2023,2023Q2,Low,Medium,27909.64,0
A-3932db,Company_144,Healthtech,CA,2023-10-04,other,Pro,19,True,True,9,1,14087,1565.2222222222222,169044,30.9,20.91111111111111,True,True,True,9,0.111,46,434,134963,2933.978260869565,28,28,4,55.61,6.0,0.0,41.0,86.5,4.17,2.0,0.0,24+ Months,2023-10,2023,2023Q4,Medium,Medium,32730.54,0
A-4f18f0,Company_145,Devtools,CA,2024-04-21,other,Pro,24,True,False,12,3,30264,2522.0,363168,26.3,17.816666666666666,False,True,True,9,0.25,57,544,168051,2948.2631578947367,25,33,6,67.08,5.0,0.0,39.2,61.4,4.0,1.0,0.0,24+ Months,2024-04,2024,2024Q2,Very High,Medium,44933.63,0
A-4c6f11,Company_146,Fintech,CA,2023-11-27,organic,Pro,24,True,True,5,0,7586,1517.2,91032,27.2,24.98,False,True,False,3,0.0,24,268,84855,3535.625,4,20,1,37.73,3.0,0.0,44.67,63.0,4.33,2.0,0.0,24+ Months,2023-11,2023,2023Q4,Low,Low,37899.66,0
A-8ae05d,Company_147,Fintech,IN,2024-04-06,other,Enterprise,86,False,False,7,1,26230,3747.1428571428573,314760,25.1,19.271428571428572,False,False,True,5,0.143,20,203,77446,3872.3,10,16,1,29.64,1.0,0.0,47.0,48.0,4.0,0.0,0.0,24+ Months,2024-04,2024,2024Q2,High,Low,72212.8,0
A-b78bf8,Company_148,Devtools,US,2024-11-15,event,Pro,33,False,False,8,0,22423,2802.875,269076,19.5,18.875,True,True,True,8,0.0,42,421,123802,2947.6666666666665,11,24,7,49.99,5.0,0.0,24.2,88.8,4.2,3.0,0.0,13-24 Months,2024-11,2024,2024Q4,High,Low,52904.27,0
A-eafc6e,Company_149,Devtools,US,2023-07-06,partner,Pro,27,False,True,7,0,16229,2318.4285714285716,194748,35.0,25.157142857142855,False,False,True,6,0.0,32,300,90218,2819.3125,15,23,3,43.0,1.0,0.0,64.0,136.0,4.0,0.0,0.0,24+ Months,2023-07,2023,2023Q3,Medium,Low,58325.04,0
A-37f969,Company_150,Healthtech,IN,2023-10-14,partner,Enterprise,30,False,False,8,0,22959,2869.875,275508,32.5,27.525,True,False,False,6,0.0,32,312,107852,3370.375,14,25,5,46.06,5.0,1.0,22.2,94.0,3.8,1.0,0.2,24+ Months,2023-10,2023,2023Q4,High,Low,78993.31,0
A-10b8f2,Company_151,Healthtech,DE,2023-01-11,organic,Basic,47,True,False,12,0,30719,2559.9166666666665,368628,41.2,30.741666666666664,True,False,True,8,0.0,56,560,173183,3092.5535714285716,22,29,10,62.84,3.0,0.0,46.33,67.0,4.33,1.0,0.0,24+ Months,2023-01,2023,2023Q1,Very High,Medium,78696.1,0
A-439b2f,Company_152,Devtools,US,2024-02-21,ads,Enterprise,1,False,True,6,1,1796,299.3333333333333,21552,27.9,20.316666666666666,True,False,True,5,0.167,20,171,54271,2713.55,5,14,2,25.62,3.0,0.0,18.33,85.33,4.0,2.0,0.0,24+ Months,2024-02,2024,2024Q1,Low,Low,6081.46,0
A-544d0a,Company_153,Devtools,US,2024-05-02,organic,Basic,2,True,False,10,0,18492,1849.2,221904,25.4,21.72,True,True,True,7,0.0,47,510,152826,3251.6170212765956,22,27,7,57.97,2.0,1.0,38.5,98.0,4.0,1.0,0.5,24+ Months,2024-05,2024,2024Q2,Medium,Medium,40164.62,0
A-ba6516,Company_154,Fintech,US,2023-10-29,ads,Pro,27,False,False,13,0,28379,2183.0,340548,29.9,25.06153846153846,True,True,True,10,0.0,60,642,213554,3559.233333333333,31,31,8,69.23,6.0,0.0,31.5,71.0,4.0,1.0,0.0,24+ Months,2023-10,2023,2023Q4,High,Medium,54709.34,0
A-712426,Company_155,Healthtech,US,2024-11-10,other,Enterprise,9,False,False,15,2,11197,746.4666666666667,134364,19.7,16.34,True,False,True,15,0.133,70,696,214681,3066.8714285714286,31,32,6,73.05,6.0,0.0,37.33,79.17,4.33,1.0,0.0,13-24 Months,2024-11,2024,2024Q4,Low,Medium,12197.27,0
A-038089,Company_156,Devtools,FR,2023-12-19,other,Pro,5,False,True,3,0,2104,701.3333333333334,25248,24.2,21.866666666666664,False,False,False,3,0.0,20,210,63673,3183.65,15,15,1,28.72,6.0,0.0,30.17,86.17,3.83,1.0,0.0,24+ Months,2023-12,2023,2023Q4,Low,Low,15335.82,0
A-afa505,Company_157,Devtools,US,2023-12-27,partner,Basic,70,True,False,9,1,66010,7334.444444444444,792120,29.9,22.233333333333334,True,True,True,5,0.111,51,507,162673,3189.6666666666665,27,33,8,65.32,4.0,1.0,37.25,88.25,3.5,2.0,0.25,24+ Months,2023-12,2023,2023Q4,Very High,Medium,163069.15,0
A-d5a319,Company_158,Fintech,US,2023-05-04,other,Enterprise,15,False,True,12,0,37847,3153.9166666666665,454164,36.4,27.583333333333332,True,True,True,10,0.0,59,604,212655,3604.322033898305,40,32,5,68.68,1.0,1.0,17.0,132.0,4.0,0.0,1.0,24+ Months,2023-05,2023,2023Q2,Very High,Medium,86995.53,0
A-f97b9a,Company_159,Fintech,US,2023-07-09,event,Pro,16,False,False,11,0,23833,2166.6363636363635,285996,33.9,24.963636363636365,True,False,True,8,0.0,56,561,173241,3093.589285714286,32,29,6,62.89,7.0,0.0,31.71,69.86,3.86,1.0,0.0,24+ Months,2023-07,2023,2023Q3,High,Medium,54087.12,0
A-2f6a32,Company_160,Healthtech,US,2024-08-26,organic,Basic,19,False,False,11,2,7513,683.0,90156,21.5,16.463636363636365,True,False,True,11,0.182,66,654,207283,3140.651515151515,46,32,6,71.05,2.0,0.0,41.0,72.0,3.5,0.0,0.0,13-24 Months,2024-08,2024,2024Q3,Low,Medium,11244.66,0
